Customer,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Month,Day Of Week
EZ60033,California,3200.795405,No,1,Bachelor,,F,0,1,Married,86,8,37,0,1,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,0,1,2
KK58047,Oregon,8583.854913,No,0,College,,M,53944,1,Married,71,13,20,0,2,Personal Auto,Personal L3,Offer2,Web,340.8,Two-Door Car,1,1,0
JW62354,Nevada,4349.30875,Yes,0,College,,F,75648,2,Married,108,28,10,0,1,Personal Auto,Personal L1,Offer2,Branch,112.660916,SUV,2,2,3
TT18939,California,4729.593583,No,0,Bachelor,,M,29414,2,Divorced,64,2,32,0,3,Personal Auto,Personal L2,Offer3,Branch,71.303109,Four-Door Car,1,1,2
IJ21010,Arizona,5015.009472,Yes,1,Bachelor,,F,48567,1,Single,130,12,15,0,1,Personal Auto,Personal L2,Offer2,Agent,624.0,SUV,1,2,3
PZ31902,Arizona,5797.604861,No,0,Bachelor,,F,69276,0,Married,74,14,22,2,8,Personal Auto,Personal L3,Offer4,Web,201.327931,Two-Door Car,1,2,1
WD88540,California,3475.07136,No,1,High School or Below,,M,0,1,Married,96,6,60,0,1,Personal Auto,Personal L1,Offer4,Web,460.8,Two-Door Car,2,1,3
IL67915,Arizona,8542.218196,No,2,College,,F,50117,0,Single,107,13,98,0,4,Corporate Auto,Corporate L2,Offer1,Branch,462.654347,Four-Door Car,1,2,5
FJ60600,Oregon,6776.353402,No,1,High School or Below,,F,0,1,Single,96,0,38,0,3,Personal Auto,Personal L3,Offer1,Agent,818.730215,Four-Door Car,0,2,5
XP96549,Oregon,4429.193391,No,0,High School or Below,,F,20868,1,Married,112,14,11,0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,2,2,5
VC34797,California,2435.535995,No,0,Bachelor,,F,40921,2,Married,62,0,50,2,1,Corporate Auto,Corporate L2,Offer3,Agent,10.560419,Four-Door Car,1,1,3
QV30663,Nevada,9863.502214,No,1,Master,,F,99654,2,Married,121,13,95,0,3,Personal Auto,Personal L3,Offer3,Call Center,272.788141,SUV,1,2,0
AK90865,Oregon,8207.858272,No,0,High School or Below,,F,0,1,Single,110,16,17,0,5,Special Auto,Special L2,Offer2,Agent,686.90827,Sports Car,1,2,1
BX51438,Arizona,2781.446975,No,0,Bachelor,,M,56218,0,Married,72,17,74,2,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,1,2,2
DU38713,Arizona,5807.994569,No,0,High School or Below,,F,70717,2,Married,72,20,89,0,5,Personal Auto,Personal L1,Offer2,Call Center,37.28874,Two-Door Car,1,2,4
WQ13284,California,8395.272249,No,0,College,,M,62989,0,Divorced,71,3,18,1,2,Personal Auto,Personal L2,Offer1,Web,319.131547,Four-Door Car,1,1,3
JB36584,Arizona,14333.92489,No,0,Master,,M,41459,1,Married,71,8,4,0,2,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,1,2,4
WQ23548,California,11003.54385,No,0,Master,,F,0,1,Single,102,20,7,1,2,Personal Auto,Personal L2,Offer4,Web,489.6,SUV,1,2,1
WZ98067,Oregon,4049.807215,No,2,College,,M,42512,2,Married,105,15,72,1,1,Personal Auto,Personal L2,Offer3,Agent,77.479316,Four-Door Car,1,1,6
AQ11656,Arizona,2141.750757,No,0,Bachelor,,M,0,1,Married,61,5,90,0,1,Personal Auto,Personal L2,Offer4,Call Center,437.040616,Four-Door Car,1,2,1
KL14426,Nevada,5079.843625,No,1,Doctor,,F,83288,0,Married,124,18,70,0,1,Personal Auto,Personal L3,Offer1,Agent,353.397699,SUV,1,1,1
PG48617,California,2895.522489,No,0,High School or Below,,M,46267,0,Married,72,4,73,0,1,Personal Auto,Personal L3,Offer2,Call Center,231.969205,Four-Door Car,1,1,0
QB24570,Oregon,9031.214859,Yes,1,Master,,F,0,1,Single,122,15,47,0,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52179,Sports Car,1,2,2
NI68379,Oregon,6554.390004,No,1,Master,,M,74424,1,Married,81,26,74,0,9,Personal Auto,Personal L1,Offer2,Agent,388.8,Four-Door Car,1,1,0
RS92763,Oregon,7487.744636,No,0,College,,F,0,1,Single,72,15,70,0,2,Personal Auto,Personal L2,Offer2,Branch,693.084662,Four-Door Car,1,2,2
PA75237,Nevada,15118.89548,No,0,Doctor,,M,58883,1,Married,62,1,47,0,2,Corporate Auto,Corporate L2,Offer2,Branch,432.480275,Two-Door Car,1,2,4
LR35392,Oregon,9007.431501,No,2,High School or Below,,M,41539,1,Single,116,11,35,0,3,Personal Auto,Personal L2,Offer1,Web,556.8,Four-Door Car,1,2,4
KC22636,California,5488.931031,No,0,High School or Below,,F,33881,2,Married,68,11,83,0,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,2,2,3
IJ98317,California,7234.142952,No,1,Bachelor,,F,86448,2,Married,90,25,79,0,6,Personal Auto,Personal L3,Offer3,Agent,59.853369,Four-Door Car,1,2,3
DY49235,Arizona,5205.751205,No,0,College,,F,25237,1,Divorced,69,23,52,0,9,Personal Auto,Personal L3,Offer2,Agent,378.345883,Four-Door Car,1,1,0
EG94409,Nevada,4697.152892,No,0,High School or Below,,F,0,1,Single,67,10,75,0,7,Special Auto,Special L2,Offer2,Branch,482.4,Four-Door Car,1,1,2
GB59748,Arizona,6207.171358,No,1,College,,F,49419,0,Married,77,3,34,0,4,Personal Auto,Personal L2,Offer2,Web,203.296071,Four-Door Car,1,1,6
MP68135,Oregon,6615.815683,No,1,College,,M,90414,1,Married,83,7,49,1,6,Personal Auto,Personal L2,Offer1,Call Center,398.4,Four-Door Car,0,2,0
CZ56843,California,9708.504642,No,1,College,,M,39930,1,Single,86,22,64,1,2,Personal Auto,Personal L1,Offer1,Call Center,412.8,Four-Door Car,1,1,2
DJ47372,California,10831.13004,No,1,Doctor,,M,23202,1,Divorced,96,29,59,0,2,Personal Auto,Personal L1,Offer3,Call Center,460.8,Four-Door Car,1,2,1
XZ51937,California,4626.801093,Yes,0,Master,,F,79487,1,Divorced,114,20,87,0,1,Personal Auto,Personal L1,Offer2,Branch,547.2,SUV,1,1,6
IZ27630,Oregon,6748.231188,No,1,Master,,M,68423,0,Single,85,14,81,0,7,Personal Auto,Personal L2,Offer2,Branch,324.413656,Two-Door Car,2,1,1
IM14119,Arizona,2542.06388,No,0,Bachelor,,F,84495,1,Married,63,15,61,0,1,Special Auto,Special L3,Offer2,Branch,302.4,Two-Door Car,0,2,3
PN53766,California,5450.394878,No,0,Doctor,,M,43091,0,Married,69,2,36,1,6,Corporate Auto,Corporate L3,Offer1,Branch,330.138332,Four-Door Car,1,1,4
DQ93036,Arizona,7243.865476,No,1,High School or Below,,M,41951,2,Married,91,30,56,0,7,Personal Auto,Personal L1,Offer1,Branch,40.536151,Four-Door Car,1,1,1
WA70405,Nevada,8306.550901,No,0,College,,M,89834,1,Single,105,17,14,0,3,Personal Auto,Personal L3,Offer3,Agent,504.0,SUV,1,1,3
NF51705,Nevada,2734.514945,No,0,High School or Below,,M,92157,0,Single,69,19,33,0,1,Corporate Auto,Corporate L3,Offer2,Branch,270.381385,Two-Door Car,1,1,6
LR37068,Oregon,11030.66148,No,1,College,,F,35773,1,Married,93,25,89,0,2,Personal Auto,Personal L3,Offer1,Web,446.4,Four-Door Car,0,1,0
EC18611,Nevada,3402.39442,No,1,High School or Below,,M,0,1,Single,99,16,20,0,1,Personal Auto,Personal L2,Offer1,Agent,475.2,Two-Door Car,1,2,2
NP88319,Oregon,6945.016955,No,0,High School or Below,,F,15850,1,Married,61,28,14,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,314.528138,Two-Door Car,1,2,2
AA11235,Nevada,2568.843396,No,0,Bachelor,,F,11167,1,Married,73,0,99,3,1,Personal Auto,Personal L3,Offer2,Branch,350.4,Two-Door Car,1,1,4
DL55489,Oregon,5764.648599,No,0,High School or Below,,M,21195,1,Married,72,23,10,0,9,Corporate Auto,Corporate L2,Offer3,Web,345.6,Four-Door Car,1,2,5
UU53919,Oregon,5403.546122,No,0,Master,,F,27430,0,Married,68,25,12,0,4,Personal Auto,Personal L2,Offer3,Call Center,184.955105,Two-Door Car,1,1,4
JI11950,California,4899.231772,No,0,High School or Below,,F,0,1,Married,63,21,78,0,7,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,1,2,4
QB82117,Oregon,9048.983447,Yes,0,High School or Below,,M,0,1,Married,119,9,8,0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,1,1,0
MR33456,Washington,8093.898245,No,0,High School or Below,,M,59839,1,Single,107,8,52,2,8,Personal Auto,Personal L2,Offer2,Agent,513.6,SUV,1,2,6
YN17362,California,2496.766693,No,0,College,,M,0,1,Single,73,13,33,0,1,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Two-Door Car,1,2,6
UR73910,California,2602.24525,No,0,College,,M,38166,0,Married,67,25,5,1,1,Corporate Auto,Corporate L2,Offer4,Agent,236.842746,Four-Door Car,1,1,1
KG63751,Washington,6751.437153,No,1,High School or Below,,M,0,1,Married,95,14,78,0,9,Personal Auto,Personal L3,Offer1,Agent,456.0,Four-Door Car,0,2,2
NK39001,Oregon,3621.68883,No,1,Bachelor,,F,13457,0,Married,94,31,28,0,1,Personal Auto,Personal L3,Offer3,Branch,285.825083,Two-Door Car,2,2,2
HR85493,California,6896.088021,No,0,College,,M,0,1,Single,68,10,53,0,2,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,1,1,0
QC50643,California,5438.696611,No,1,Bachelor,,F,52721,0,Married,136,34,29,0,1,Personal Auto,Personal L3,Offer1,Branch,550.127548,SUV,1,1,1
WK64739,Arizona,2359.423599,Yes,0,Bachelor,,F,19864,1,Divorced,63,22,96,0,1,Corporate Auto,Corporate L3,Offer1,Web,352.394515,Four-Door Car,1,1,1
QK88438,Arizona,5323.267311,No,0,College,,F,55289,2,Single,67,10,71,0,3,Personal Auto,Personal L3,Offer2,Agent,134.124254,Four-Door Car,1,2,5
QX42433,California,7390.903278,No,1,College,,M,30449,1,Married,92,23,47,0,3,Personal Auto,Personal L3,Offer1,Agent,501.092992,Four-Door Car,1,2,3
BH52611,California,11447.5071,No,2,Bachelor,,F,27362,0,Married,144,23,28,0,8,Personal Auto,Personal L2,Offer1,Branch,422.78411,SUV,1,1,4
SA77508,Oregon,5754.853121,No,0,High School or Below,,F,29460,2,Married,72,3,18,0,5,Personal Auto,Personal L3,Offer2,Branch,29.303915,Four-Door Car,2,2,3
HD99234,Oregon,10244.2435,No,1,College,,F,0,1,Single,94,23,34,0,2,Personal Auto,Personal L1,Offer3,Agent,451.2,Four-Door Car,1,2,5
DE37110,California,4645.569555,No,0,Master,,M,42532,2,Single,118,13,32,0,1,Personal Auto,Personal L3,Offer1,Call Center,200.641734,Sports Car,1,2,6
DJ93289,California,4887.344366,No,0,High School or Below,,F,66707,2,Married,61,19,24,0,8,Personal Auto,Personal L3,Offer4,Agent,71.980757,Two-Door Car,2,2,5
AC40767,Washington,2497.808174,No,0,Bachelor,,M,68041,0,Single,64,10,47,0,1,Personal Auto,Personal L2,Offer4,Branch,165.570243,Two-Door Car,1,2,1
GA79817,Arizona,2369.111588,No,0,Bachelor,,M,0,1,Single,65,8,91,0,1,Corporate Auto,Corporate L2,Offer3,Call Center,468.0,Four-Door Car,1,2,5
QH62059,California,4490.597249,No,0,Bachelor,,M,0,1,Divorced,64,26,11,1,7,Personal Auto,Personal L3,Offer1,Web,307.2,Four-Door Car,1,2,3
ZS35053,Arizona,3719.247732,No,1,High School or Below,,M,40968,1,Divorced,97,29,53,1,1,Personal Auto,Personal L3,Offer1,Agent,465.6,Four-Door Car,2,1,4
II37804,Nevada,4198.030023,No,0,Bachelor,,M,39913,0,Married,106,16,61,0,1,Personal Auto,Personal L3,Offer1,Agent,344.765129,SUV,0,2,1
GE63585,California,2420.711888,No,0,Bachelor,,M,31710,0,Divorced,62,5,29,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,199.551735,Two-Door Car,1,2,0
UV86903,California,4462.997006,Yes,0,Bachelor,,F,0,1,Single,73,35,52,3,5,Personal Auto,Personal L3,Offer1,Web,350.4,Two-Door Car,1,1,6
JL71713,California,6291.655714,No,1,Bachelor,,F,89113,0,Married,78,18,68,0,8,Personal Auto,Personal L3,Offer3,Branch,219.362643,Four-Door Car,1,1,2
DO60145,Arizona,4270.034394,Yes,1,College,,M,0,1,Married,122,27,2,0,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,1,1,2
FC59209,California,2460.665175,No,0,Bachelor,,F,0,1,Married,67,30,13,0,1,Personal Auto,Personal L1,Offer4,Call Center,321.6,Four-Door Car,2,1,6
EY13576,Oregon,7374.077921,No,0,College,,F,0,1,Married,110,19,87,4,3,Personal Auto,Personal L2,Offer1,Web,528.0,SUV,1,1,6
RC61383,Oregon,11925.71535,No,0,High School or Below,,M,28014,1,Single,104,14,37,0,2,Personal Auto,Personal L2,Offer4,Branch,631.594469,SUV,0,1,0
PO80505,Nevada,4223.274671,No,0,College,,F,14170,1,Married,109,9,10,0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,SUV,1,1,6
MD17521,Oregon,10298.38586,No,1,High School or Below,,M,64825,0,Married,129,1,78,0,4,Personal Auto,Personal L3,Offer2,Web,359.484342,SUV,1,1,0
YV93921,California,5229.741907,No,0,Bachelor,,M,77357,2,Single,67,24,38,0,8,Personal Auto,Personal L2,Offer3,Web,29.884537,Four-Door Car,1,2,6
JP64518,Nevada,2402.81597,No,0,Bachelor,,M,21629,1,Divorced,62,19,54,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,298.626189,Two-Door Car,0,1,5
OI98135,Washington,3933.813993,Yes,0,High School or Below,,M,25927,1,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,1,1,6
XS97845,Oregon,4299.838835,No,2,College,,M,44388,0,Divorced,113,10,74,1,1,Personal Auto,Personal L2,Offer1,Call Center,496.843023,Four-Door Car,1,2,6
DL20327,Oregon,7635.554626,No,0,College,,F,54539,0,Married,63,5,74,0,2,Personal Auto,Personal L2,Offer3,Agent,287.453171,Four-Door Car,1,1,5
GD86131,California,2722.210707,Yes,0,College,,F,17576,1,Married,71,29,70,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,398.502948,Four-Door Car,1,2,2
ID21061,Arizona,7291.599536,No,1,Master,,F,84629,0,Married,90,19,17,0,5,Personal Auto,Personal L3,Offer2,Web,411.671832,Four-Door Car,2,2,4
BE65350,Oregon,5261.037541,No,0,High School or Below,,F,43573,1,Married,66,30,64,0,5,Personal Auto,Personal L3,Offer1,Agent,409.684798,Two-Door Car,2,1,1
YR84813,Oregon,10575.94816,No,2,College,,M,0,1,Single,105,7,91,0,2,Special Auto,Special L2,Offer3,Call Center,756.0,Four-Door Car,1,1,0
JZ28301,Oregon,5552.331515,No,0,College,,F,35011,0,Married,70,7,91,0,8,Personal Auto,Personal L3,Offer4,Call Center,215.728468,Four-Door Car,2,2,0
HL40930,Oregon,7150.225367,No,1,Bachelor,,M,63651,2,Single,92,19,10,0,3,Personal Auto,Personal L3,Offer2,Branch,224.711836,Four-Door Car,2,2,1
HL33607,Washington,8717.049833,Yes,0,College,,M,83846,1,Married,74,22,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,2,2,0
AG32304,Nevada,5418.726537,No,0,College,,F,39133,2,Married,67,25,26,0,3,Personal Auto,Personal L3,Offer1,Call Center,90.524457,Four-Door Car,1,1,0
JX26859,California,3528.044252,Yes,1,Doctor,,M,31278,1,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,1,2,1
ZV32968,Oregon,7285.030983,Yes,0,High School or Below,,M,44788,1,Married,61,6,48,0,2,Personal Auto,Personal L3,Offer2,Agent,386.031248,Four-Door Car,0,2,0
SO95845,California,5807.659307,No,0,College,,F,62447,2,Single,74,9,2,0,7,Personal Auto,Personal L3,Offer4,Call Center,133.977857,Two-Door Car,1,1,4
GL32197,Oregon,5068.264582,No,0,College,,M,31475,2,Married,64,6,3,1,3,Personal Auto,Personal L2,Offer3,Call Center,22.962412,Four-Door Car,1,2,0
SC11374,Nevada,8797.829644,No,0,College,,F,80780,2,Married,109,26,11,0,3,Corporate Auto,Corporate L3,Offer2,Agent,3.55,SUV,1,2,0
RT29777,Oregon,4439.900652,No,0,Bachelor,,F,88613,0,Divorced,111,5,59,0,1,Personal Auto,Personal L3,Offer1,Branch,359.36848,SUV,0,2,5
OB73235,California,2404.459452,No,0,College,,M,45949,2,Single,62,0,70,0,1,Corporate Auto,Corporate L3,Offer1,Agent,110.556062,Two-Door Car,1,2,4
MV41462,Arizona,5066.634057,No,0,Bachelor,,F,35596,1,Married,64,11,92,0,3,Personal Auto,Personal L2,Offer1,Agent,307.2,Two-Door Car,1,1,3
FM67585,California,5890.528762,No,0,High School or Below,,M,76875,2,Married,73,21,4,0,9,Personal Auto,Personal L3,Offer3,Agent,17.375878,Four-Door Car,1,1,5
KG57925,California,2410.498573,No,0,Bachelor,,M,41842,1,Married,61,1,14,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,292.8,Two-Door Car,1,1,6
IY24560,California,5288.240125,No,0,Bachelor,,M,28884,1,Married,72,27,9,1,3,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,1,2,4
XA77673,Nevada,16236.47626,No,0,College,,F,0,1,Single,74,24,54,2,2,Personal Auto,Personal L2,Offer2,Branch,680.753091,Four-Door Car,1,1,3
XN90861,Arizona,5534.576395,No,0,Bachelor,,F,71560,0,Married,69,14,46,0,5,Personal Auto,Personal L1,Offer2,Web,178.700204,Two-Door Car,1,1,2
WS84995,Nevada,9202.638441,No,1,Master,,M,0,1,Married,80,8,71,0,2,Personal Auto,Personal L3,Offer1,Agent,384.0,Four-Door Car,1,1,1
ZZ49347,Oregon,2592.437797,Yes,0,High School or Below,,M,72421,1,Married,65,8,23,0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,0,1,6
JO64487,California,6943.741598,No,1,High School or Below,,F,0,1,Single,76,4,43,5,2,Special Auto,Special L2,Offer1,Agent,547.2,Four-Door Car,2,2,3
TO55363,Oregon,13367.86562,No,0,High School or Below,,F,57335,1,Married,67,22,18,0,2,Personal Auto,Personal L1,Offer4,Agent,407.887715,Two-Door Car,1,1,4
UE67791,Arizona,5885.335302,No,0,College,,M,0,1,Single,67,9,20,3,2,Personal Auto,Personal L3,Offer1,Agent,482.4,Two-Door Car,1,1,6
JN69287,California,3479.760165,No,1,High School or Below,,M,35033,1,Married,87,26,53,0,1,Personal Auto,Personal L2,Offer1,Agent,490.638202,Two-Door Car,0,1,5
AT55072,Arizona,9103.8997,No,2,College,,M,65733,1,Married,113,13,6,0,3,Personal Auto,Personal L2,Offer2,Agent,684.948527,Four-Door Car,1,2,4
LV34368,California,4813.284447,No,0,Bachelor,,M,0,1,Single,69,30,44,0,3,Special Auto,Special L3,Offer1,Agent,472.611522,Four-Door Car,1,2,6
QU40939,Arizona,9575.7578,No,1,College,,F,0,1,Single,88,3,64,0,2,Personal Auto,Personal L3,Offer4,Web,633.6,Four-Door Car,1,2,6
KW33804,Nevada,8090.884414,No,0,High School or Below,,M,86180,2,Divorced,69,11,43,4,2,Personal Auto,Personal L1,Offer4,Branch,48.051339,Four-Door Car,2,1,0
IA42992,Arizona,8267.119555,No,0,High School or Below,,M,36881,1,Married,104,5,25,0,3,Special Auto,Special L3,Offer1,Agent,499.2,SUV,1,1,2
CZ19025,Oregon,2489.16729,No,0,High School or Below,,F,47888,1,Single,64,23,16,1,1,Personal Auto,Personal L1,Offer1,Web,545.083116,Four-Door Car,0,1,2
EN54716,Oregon,2395.57,Yes,0,Doctor,,F,21986,1,Divorced,63,1,9,0,1,Personal Auto,Personal L1,Offer2,Branch,333.696228,Two-Door Car,1,1,3
UF27940,Washington,3863.309585,No,0,College,,F,47199,1,Married,100,3,65,3,1,Corporate Auto,Corporate L3,Offer2,Call Center,480.0,SUV,1,1,0
QD36118,Oregon,5173.485319,No,0,College,,F,0,1,Married,69,30,69,0,9,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,1,1,5
XI52305,California,4984.618655,Yes,0,Bachelor,,M,86305,2,Married,62,1,99,0,5,Personal Auto,Personal L3,Offer2,Call Center,80.73124,Four-Door Car,1,1,1
HZ25580,Washington,2396.192355,No,0,High School or Below,,F,39062,1,Divorced,61,2,20,0,1,Corporate Auto,Corporate L3,Offer2,Agent,346.991025,Two-Door Car,1,1,0
JY97451,California,2631.87754,No,0,College,,F,16976,0,Married,69,23,54,0,1,Personal Auto,Personal L3,Offer1,Agent,238.952528,Four-Door Car,1,1,5
US78266,California,6993.838856,No,0,High School or Below,,F,0,1,Single,65,29,35,2,2,Corporate Auto,Corporate L2,Offer1,Call Center,468.0,Four-Door Car,1,1,5
XQ12791,California,3401.881747,No,1,High School or Below,,M,41972,1,Divorced,86,20,23,0,1,Personal Auto,Personal L3,Offer2,Branch,691.709371,Four-Door Car,1,1,4
EU59853,California,4126.61326,No,2,College,,M,34080,2,Married,107,11,48,1,1,Personal Auto,Personal L3,Offer4,Branch,220.644418,Four-Door Car,1,2,6
QR21417,California,4462.997006,Yes,0,Bachelor,,F,0,1,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,1,1,6
CI27304,California,9320.090224,No,1,College,,M,40269,0,Married,81,0,71,2,2,Personal Auto,Personal L2,Offer2,Agent,329.980754,Four-Door Car,1,1,3
WJ52097,Oregon,3663.740198,No,1,Bachelor,,F,61894,1,Divorced,91,3,21,0,1,Corporate Auto,Corporate L2,Offer2,Web,436.8,Four-Door Car,1,1,1
FT65961,California,4962.208409,No,0,College,,F,23300,1,Married,63,3,35,1,4,Corporate Auto,Corporate L3,Offer3,Branch,339.906034,Four-Door Car,0,2,2
DP87594,Oregon,2816.758764,No,0,Bachelor,,F,66023,0,Married,70,11,94,0,1,Personal Auto,Personal L3,Offer1,Branch,265.629611,Two-Door Car,1,2,3
KP96020,Arizona,4330.769101,No,0,Bachelor,,F,39660,0,Married,107,3,46,0,1,Corporate Auto,Corporate L2,Offer1,Agent,416.8496,Sports Car,0,2,6
HQ15974,Nevada,8262.879764,No,1,College,,F,0,2,Married,76,4,51,1,2,Personal Auto,Personal L2,Offer1,Agent,32.508635,Four-Door Car,1,2,6
VE98553,Oregon,4666.643522,No,2,Bachelor,,M,60466,1,Married,117,14,3,0,1,Personal Auto,Personal L3,Offer2,Agent,784.186389,Four-Door Car,2,2,0
ME44353,Oregon,5876.054314,No,0,College,,F,32848,0,Married,74,2,59,0,5,Personal Auto,Personal L2,Offer3,Call Center,250.454012,Four-Door Car,1,2,2
AE62631,Oregon,8427.723769,No,0,Bachelor,,M,20662,1,Married,72,10,99,0,2,Personal Auto,Personal L1,Offer4,Agent,373.324673,Two-Door Car,1,2,0
GX29162,Arizona,13023.9329,No,2,High School or Below,,F,64985,2,Married,108,23,94,0,2,Personal Auto,Personal L3,Offer1,Web,16.425514,Two-Door Car,0,1,0
LY69932,Oregon,8209.59982,No,0,High School or Below,,M,68022,1,Married,103,3,26,0,3,Personal Auto,Personal L3,Offer4,Web,494.4,Sports Car,0,2,4
YY74036,California,2464.238061,No,0,College,,M,72834,2,Divorced,65,12,81,3,1,Corporate Auto,Corporate L3,Offer1,Call Center,91.941259,Four-Door Car,1,2,6
DP92488,Washington,2727.520769,No,0,Doctor,,F,74592,1,Married,67,9,30,0,1,Personal Auto,Personal L1,Offer4,Agent,321.6,Two-Door Car,1,1,4
FO74055,California,3086.013544,No,1,College,,F,73938,2,Married,76,34,48,0,1,Personal Auto,Personal L3,Offer4,Call Center,53.095599,Two-Door Car,1,1,6
VF83291,Oregon,4836.054291,No,0,College,,F,0,1,Single,69,12,89,0,8,Personal Auto,Personal L1,Offer1,Agent,632.081402,Four-Door Car,0,1,3
OU76593,Oregon,6912.03963,No,1,College,,M,0,1,Married,96,11,55,0,5,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,1,1,4
HO40387,California,2570.761765,No,0,Master,,M,0,1,Married,72,0,93,3,1,Personal Auto,Personal L3,Offer4,Call Center,345.6,Two-Door Car,0,1,5
GR37045,Nevada,2991.696011,No,1,Bachelor,,F,0,1,Single,80,9,96,0,1,Corporate Auto,Corporate L2,Offer2,Web,576.0,Four-Door Car,0,2,6
KZ84621,Nevada,8253.266591,No,0,High School or Below,,F,62375,0,Married,103,35,71,1,3,Personal Auto,Personal L3,Offer4,Web,411.228571,SUV,0,1,0
FR82361,Arizona,10477.77713,No,1,Doctor,,M,61427,1,Single,88,24,12,0,2,Personal Auto,Personal L3,Offer1,Branch,422.4,Four-Door Car,2,1,6
UM14883,California,16373.7273,No,0,High School or Below,,M,64396,0,Married,103,2,46,0,2,Special Auto,Special L1,Offer4,Agent,355.409311,SUV,1,2,5
UX32931,California,5184.94945,No,0,College,,F,49312,0,Married,65,30,55,1,4,Corporate Auto,Corporate L1,Offer1,Branch,230.104769,Four-Door Car,1,1,6
QA68548,California,10634.83711,No,0,High School or Below,,F,0,1,Single,61,35,71,0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Two-Door Car,1,2,1
QV40364,California,15114.40241,Yes,0,High School or Below,,F,28513,1,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,1,1,2
TY87896,California,11875.89915,No,0,High School or Below,,M,0,1,Married,108,23,55,0,2,Personal Auto,Personal L2,Offer2,Branch,518.4,SUV,1,1,6
CV75841,California,4369.496687,No,2,College,,M,97321,2,Single,110,35,46,0,1,Personal Auto,Personal L2,Offer1,Agent,74.744643,Four-Door Car,1,1,1
YO62357,California,7432.856752,No,0,College,,F,58839,2,Single,65,4,65,3,2,Personal Auto,Personal L3,Offer1,Call Center,18.965718,Two-Door Car,1,1,5
YN19139,Nevada,2558.762931,No,0,High School or Below,,M,0,1,Single,72,4,14,0,1,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,1,1,1
PE63707,Nevada,5452.171237,No,0,Bachelor,,M,88567,1,Married,67,9,89,0,9,Personal Auto,Personal L2,Offer1,Web,321.6,Four-Door Car,1,2,1
NS74173,Nevada,2968.077571,No,0,College,,M,91646,2,Married,74,12,10,0,1,Corporate Auto,Corporate L1,Offer2,Branch,57.678779,Two-Door Car,1,2,0
AC24378,Arizona,7477.176362,No,1,High School or Below,,F,48552,0,Married,94,5,54,0,9,Corporate Auto,Corporate L3,Offer4,Call Center,262.746281,Four-Door Car,1,1,2
XR71687,Oregon,9407.452895,No,0,Bachelor,,M,31485,2,Married,118,17,79,0,6,Personal Auto,Personal L2,Offer2,Agent,294.905685,SUV,1,1,4
GJ70481,Arizona,4428.038374,No,0,High School or Below,,M,0,1,Single,64,6,47,0,8,Personal Auto,Personal L3,Offer3,Agent,628.801638,Four-Door Car,0,1,0
YI95434,California,2907.898828,No,0,College,,F,51020,1,Divorced,73,16,88,0,1,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,1,2,3
RL34830,California,7644.763153,No,1,College,,M,43838,1,Married,97,11,37,0,7,Corporate Auto,Corporate L2,Offer2,Web,465.6,Four-Door Car,1,1,0
CA96568,Oregon,9709.746073,No,1,College,,M,0,1,Married,133,11,30,0,7,Corporate Auto,Corporate L3,Offer1,Agent,827.085431,SUV,0,1,6
